table_name,field_name,size,data_element,description,logical_delete_flag,released_at
ECT,Comment,60,C3909,,,1.0
ECT,DateOfEctTreatment,8,C3908,,,1.0
ECT,EndOfEctTreatment,3,C3910,,,1.0
ECT,EpisodeNumber,,,,,1.0
ECT,InternalPatientNumber,9,A0142,,,1.0
ECT,KeDateOfEctTreatmentInt,12,C3908A,Format CCYYMMDDHHMM,,1.0
ECT,KeEndOfEctPromptInternal,1,C3910A,,,1.0
EFG,Description,30,A5694,,,1.0
EFG,EfgCode,4,A5692,,,1.0
EFG,MfRecStsInd,1,A0463,Logical Delete Indicator,,1.0
EPIREGISTRATION,Consultant,6,A5493,,,1.0
EPIREGISTRATION,Epiadd1,20,A3016,,,1.0
EPIREGISTRATION,Epiadd2,20,A3017,,,1.0
EPIREGISTRATION,Epiadd3,20,A3018,,,1.0
EPIREGISTRATION,Epiadd4,20,A3019,,,1.0
EPIREGISTRATION,Epidor,3,A3021,,,1.0
EPIREGISTRATION,EpiGDP,8,H7622,,,1.0
EPIREGISTRATION,EpiGP,8,H7621,,,1.0
EPIREGISTRATION,EpiOptCode,8,R9415,6.0,0,6.0
EPIREGISTRATION,Epipc,8,A3020,,,1.0
EPIREGISTRATION,EpisodeNumber,9,A0142,,,1.0
EPIREGISTRATION,InternalPatientNumber,9,A0000,,,1.0
EPIREGISTRATION,Reason,33,C3934,,,1.0
EPIREGISTRATION,ReferredBy,3,C4454,,,1.0
EPIREGISTRATION,Tempadd1,20,C3938,,,1.0
EPIREGISTRATION,Tmpadd2,20,C3939,,,1.0
EPIREGISTRATION,Tmpadd3,20,C3940,,,1.0
EPIREGISTRATION,Tmpadd4,20,C3941,,,1.0
EPIREGISTRATION,Tmpdor,3,C7245,,,1.0
EPIREGISTRATION,Tmppostcode,8,C3942,,,1.0
ETHN,EthnicGroupNatCode,2,C7034,,,3.4
ETHN,EthnicityNatCode,2,A1070,,,3.4
ETHN,EthnicityNatCodeDesc,40,A1070B,,,3.4
ETHN,EthnicNationalCodeEcdsValue,1,R9641,6.0,0,6.0
ETHN,EthnicOriginCode,4,C7033,,,1.0
ETHN,EthnicOriginDesc,30,C7036,,,1.0
ETHN,MfRecStsInd,1,A0463,Logical Delete Indicator,,1.0
ETHN,ScottishIntValue,2,A4339,,,1.0
ETHNCLASS,Code,2,A1059,,,3.4
ETHNCLASS,EthnicClassCatDesc,40,A1067B,,,3.4
ETHNCLASS,EthnicClassDesc,40,A1067,,,3.4
ETHNCLASS,LgDelInd,1,A0463,,,3.4
FCEEXT,AdmissionDatetime,16,A0372,,,1.0
FCEEXT,AgeAtStartOfEpisode,3,C4390,,,1.0
FCEEXT,CaseNoteNo,14,C0160B,,,1.0
FCEEXT,CidGrp,1,C6051A,,,1.0
FCEEXT,CidType,1,C7014A,,,1.0
FCEEXT,ClassPat,1,A2923,,,1.0
FCEEXT,ClinicalCodingStatus,3,A9457B,,,1.0
FCEEXT,Consultant,6,A0382,,,1.0
FCEEXT,ContractId,6,C7071,,,1.0
FCEEXT,DateOnList,16,A0971,,,1.0
FCEEXT,DaysOnWl,6,C4519,,,1.0
FCEEXT,DestinationOnDischarge,2,C0206A,,,1.0
FCEEXT,DGVPCode,5,A1203,,,3.4
FCEEXT,DGVPVersion,3,A1210,,,3.4
FCEEXT,DischargeDatetime,16,A0348,,,1.0
FCEEXT,DistrictNumber,14,A0007C,,,1.0
FCEEXT,Dob,10,A0032C,,,1.0
FCEEXT,EfgCode,4,A5707,,,1.0
FCEEXT,EpisodeNumber,9,A0142,,,1.0
FCEEXT,EpisodicGP,8,H7621,,,1.0
FCEEXT,EpsActvDtimeInt,12,A0133A,Date/time Cons Epi end - Logical Delete Indicator,,1.0
FCEEXT,FCEEndDate,10,A3045A,,,1.0
FCEEXT,FCEEndTime,10,A3045B,,,1.0
FCEEXT,FceSequenceNo,2,C0272,,,1.0
FCEEXT,FCEStartDate,10,A3045C,,,1.0
FCEEXT,FCEStartDTimeInt,12,C8453A,Format CCYYMMDDHHMM,,1.0
FCEEXT,FCEStartTime,10,A3045,,,1.0
FCEEXT,Forenames,20,A0028,,,1.0
FCEEXT,GdpCode,6,C4285,,,1.0
FCEEXT,GpCode,8,A0046,,,1.0
FCEEXT,HaCode,3,C7245,,,1.0
FCEEXT,HospCdadmit,4,A0428,,,1.0
FCEEXT,HospCdend,4,A0210,,,1.0
FCEEXT,HrgCode,5,A5706,,,1.0
FCEEXT,HrgOutlierFlag,1,A5709,,,1.0
FCEEXT,HrgRankedProcedureCode,5,A5708,,,1.0
FCEEXT,HrgSpecialtyUsed,3,A5711,,,1.0
FCEEXT,HrgTrimPoint,5,A5710,,,1.0
FCEEXT,IntdMgmt,1,A0311,,,1.0
FCEEXT,InternalPatientNumber,9,A0000,,,1.0
FCEEXT,KornerEpisodePrimaryDiagnosisCode,7,C4604,,,1.0
FCEEXT,KornerEpisodePrimaryProcedureCode,5,C4632,,,1.0
FCEEXT,KornerEpisodePrimaryProcedureDateExternal,8,C4634A,,,1.0
FCEEXT,Los,4,C3545,,,1.0
FCEEXT,LosForConsEps,5,E4161,,,1.0
FCEEXT,MethodOfAdmission,2,C0211A,,,1.0
FCEEXT,MethodOfDischarge,2,A0362,,,1.0
FCEEXT,NhsNumber,17,A0366B,,,1.0
FCEEXT,OsvStatus,1,C8421,,,1.0
FCEEXT,PatientCategory,3,A0432,,,1.0
FCEEXT,Postcode,10,A0041,,,1.0
FCEEXT,PracticeCode,6,C7046,,,1.0
FCEEXT,ProviderCode,4,C7015,,,1.0
FCEEXT,PurchaserCode,5,C7000,,,1.0
FCEEXT,ReadPrimaryDiagnosis,8,A6329,,,1.0
FCEEXT,ReadPrimaryDiagTerm,2,A6330,ReadPrimaryDiagTerm,0,312
FCEEXT,ReadPrimaryProcedure,8,A6333,,,1.0
FCEEXT,ReadPrimayProcTerm,2,A6334,ReadPrimayProcTerm,0,312
FCEEXT,ReadSubsidDiagnosis,8,A6331,,,1.0
FCEEXT,ReadSubsidDiagTerm,2,A6332,ReadSubsidDiagTerm,0,312
FCEEXT,Sex,1,A0033,,,1.0
FCEEXT,SourceOfAdmission,2,A0320,,,1.0
FCEEXT,Specialty,4,A0383,,,1.0
FCEEXT,Subsid,7,C4607,Subsidiary Diagnosis,,1.0
FCEEXT,Surname,24,A0027,,,1.0
FCEEXT,TheatreVisits,2,A0521,,,3.1
FCEEXT,WardCdadmit,4,A0429,,,1.0
FCEEXT,WardCdend,4,A0082,,,1.0
FSDEF,AssessmentType,35,Z5039D,,0,4.2
FSDEF,AssessmentTypeInt,1,Z5039,"1-Section,2-Flowsheet,3-Flowsheet - Audit (Non Pat",0,4.2
FSDEF,AssessTotalType,1,Z5041,"1-By Shift By Day,2-Running Total,3-Risk Assessmen",0,4.2
FSDEF,Available,3,Z5030,YES or NO,0,4.2
FSDEF,AvailableInt,2,Z5030A,1 or 0,0,4.2
FSDEF,Category,13,Z5012,,0,4.2
FSDEF,CategoryGrp,15,Z5011,,0,4.2
FSDEF,CategoryGrpInt,9,Z5011A,,0,4.2
FSDEF,CategoryInt,9,Z5012A,,0,4.2
FSDEF,ChartingReq,3,Z5043,,0,4.2
FSDEF,ChartingReqInt,2,Z5043A,,0,4.2
FSDEF,Description,120,Z5040,,0,4.2
FSDEF,EffectiveEndDT,16,C1309,External date format: dd/mm/yyyy hh:mm,0,4.2
FSDEF,EffectiveEndDTInt,12,C1309A,Format CCYYMMDDHHMM,0,4.2
FSDEF,EffectiveStartDT,16,C1311,External date format: dd/mm/yyyy hh:mm,0,4.2
FSDEF,EffectiveStartDTInt,16,Z5014,Format CCYYMMDDHHMM,0,4.2
FSDEF,FlowsheetCode,13,Z5038,,0,4.2
FSDEF,FlowSheetID,9,Z5038A,,0,4.2
FSDEF,Frequency,13,Z5031,,0,4.2
FSDEF,FrequencyInt,9,Z5023A,,0,4.2
FSDEF,MfRecStsInd,2,Z5006,Logical Delete marker 0=Active; -1=Deleted,0,4.2
FSDEF,Qualifier,30,Z5055,,0,4.2
FSDEF,ReasonForMaint,60,Z5025,,0,4.2
FSDEF,VarianceTrack,3,Z5024,YES or NO,0,4.2
FSDEF,VarienceTrackInt,2,Z5024A,1 or 0,0,4.2
FSEDEF,EffectiveStartDT,16,C1309,External date format: dd/mm/yyyy hh:mm,0,4.2
FSEDEF,EffectiveStartDTInt,16,Z5014,Format CCYYMMDDHHMM,0,4.2
FSEDEF,FlowsheetCode,13,Z5038C,,0,4.2
FSEDEF,FlowsheetDesc,120,Z5040B,,0,4.2
FSEDEF,FlowSheetID,9,Z5038A,,0,4.2
FSEDEF,FSSectSeqNo,3,Z5009,,0,4.2
FSEDEF,SectionCode,13,Z5038,,0,4.2
FSEDEF,SectionDesc,120,Z5040,,0,4.2
FSEDEF,SectionID,9,Z5038B,,0,4.2
FSEDEF,SectStartDT,16,C1311,External date format: dd/mm/yyyy hh:mm,0,4.2
FSEDEF,SectStartDTInt,12,C1311A,Format CCYYMMDDHHMM,0,4.2
GDP,Address,20,C4289,,,1.0
GDP,DpbContractCode,8,C7155,,,1.0
GDP,EmailId,60,R9453,6.0,0,6.0
GDP,GdpAddLine2,20,C4290,,,1.0
GDP,GdpAddrLine3,20,C4291,,,1.0
GDP,GdpAddrLine4,20,C4292,,,1.0
GDP,GdpAddrOnOneLine,70,H7625,,,1.0
GDP,GdpCode,6,C4285,,,1.0
GDP,GdpSubType,1,R2652,Organisation Sub-Type Code,0,4.5.
GDP,Initials,5,C4287,,,1.0
GDP,MfRecStsInd,1,A0463,Logical Delete Indicator,,1.0
GDP,Name,35,C4295,,,1.0
GDP,Phone,23,C4294,,,1.0
GDP,Postcode,10,C4293,,,1.0
GDP,Surname,24,C4286,,,1.0
GDP,Title,4,C4288,,,1.0
GP,Address,20,A0092,,,1.0
GP,DateJoined,10,A7658,,,1.0
GP,DateJoinedPractice,8,A7660,,,1.0
GP,DateLeft,10,A7659,,,1.0
GP,DateLeftPractice,8,A7661,,,1.0
GP,DohCode,8,C7045,,,1.0
GP,Fax,23,A9376D,,,1.0
GP,GeneralPractitionerDateJoinedFhSchemeInt,8,A7658A,,,1.0
GP,GeneralPractitionerDateJoinedGpPracticeInter,8,A7660A,,,1.0
GP,GeneralPractitionerDateLeftFhSchemeInternal,8,A7659A,,,1.0
GP,GeneralPractitionerDateLeftGpPracticeInterna,8,A7661A,,,1.0
GP,GpAddrLine2,20,A0093,,,1.0
GP,GpAddrLine3,20,A0094,,,1.0
GP,GpAddrLine4,20,A0095,,,1.0
GP,GpAddrOnOneLine,70,H7624,,,1.0
GP,GpCode,8,A0046,,,1.0
GP,GpEmailId,60,R2328,GP Email ID,0,4.3
GP,GpfhCode,5,C7048,PCG Code,,1.0
GP,GpName,30,C0361,,,1.0
GP,GpName_1,32,C0368,,,1.0
GP,GpName_2,34,C0380,,,1.0
GP,HaaCode,6,A0047,,,1.0
GP,Initials,4,A0112,,,1.0
GP,LeadGpExt,3,R1540,"YES - Lead GP for Practice, NO - No Lead GP",0,PC42
GP,LeadGpInt,1,R1540A,"1 - Lead GP for Practice, 0 - No Lead GP",0,PC42
GP,MfRecStsInd,1,A0463,Logical Delete Indicator,,1.0
GP,NationalCode,7,C4642,,,1.0
GP,PathologyGpCode,8,A8666,,,1.0
GP,Phone,23,A0124,,,1.0
GP,Postcode,10,A0096,,,1.0
GP,PracticeCode,6,C7046,,,1.0
GP,Surname,24,A0045,,,1.0
GP,Title,4,A0123,,,1.0
GPHISTORY,DistrictNumber,14,A0007C,,,1.0
GPHISTORY,FromDate,10,A3045A,,,1.0
GPHISTORY,FromDtTmInt,10,A3045C,,,1.0
GPHISTORY,GpAddrLine1,20,A0092,,,1.0
GPHISTORY,GpAddrLine2,20,A0093,,,1.0
GPHISTORY,GpAddrLine3,20,A0094,,,1.0
GPHISTORY,GpAddrLine4,20,A0095,,,1.0
GPHISTORY,GpCode,8,A7581,,,1.0
GPHISTORY,GpfhCode,5,C7048,,,1.0
GPHISTORY,Initials,4,A0112,,,1.0
GPHISTORY,InternalPatientNumber,9,A0000,,,1.0
GPHISTORY,NationalCode,7,C4642,,,1.0
GPHISTORY,Phone,23,A0124,,,1.0
GPHISTORY,PmiPatientGpHistoryToDateIndexKey,8,A7574A,,,1.0
GPHISTORY,Postcode,10,A0096,,,1.0
GPHISTORY,Practice,6,C7046,,,1.0
GPHISTORY,SeqNo,3,A0152,,,1.0
GPHISTORY,Surname,24,A0045,,,1.0
GPHISTORY,Title,4,A0123,,,1.0
GPHISTORY,ToDate,12,A7574,,,1.0
HOLIDAY,Description,20,A1091,,,1.0
HOLIDAY,HolidayDate,12,A1090A,,,1.0
HOLIDAY,MfRecStsInd,1,A0463,Logical Delete Indicator,,1.0
HOLIDAY,NrsShiftPlanningBankHolidayIndicatorInt,1,A2181A,,,1.0
HOLIDAY,NurseShiftPlanningBankHoliday,3,A2181,,,1.0
HOLIDAY,OcmHoliday,3,A1337,,,3.4
HOLIDAY,SchHolidayMfileEntryAppliesToOcmInternal,1,A1337A,,,3.4
HOSPDET,Address,20,A0612,,,1.0
HOSPDET,DeliveryFacilities,1,A6975A,,,1.0
HOSPDET,HaaCode,5,A0641,,,1.0
HOSPDET,HospAddrLine2,20,A0633,,,1.0
HOSPDET,HospAddrLine3,20,A0634,,,1.0
HOSPDET,HospAddrLine4,20,A0635,,,1.0
HOSPDET,HospitalCode,4,A0001,,,1.0
HOSPDET,HospitalName,30,A0256,,,1.0
HOSPDET,KornerSiteType,1,H7502,,,1.0
HOSPDET,Location,5,A4345,,,1.0
HOSPDET,MainSpecialty1,4,C3957,,,1.0
HOSPDET,MainSpecialty2,4,C3959,,,1.0
HOSPDET,MainSpecialty3,4,C3960,,,1.0
HOSPDET,MainSpecialty4,4,C3961,,,1.0
HOSPDET,MaternityTransactionsRequired,1,A6780A,,,1.0
HOSPDET,PhoneNo,23,C0607,,,1.0
HOSPDET,Postcode,10,A0636,,,1.0
HOSPDET,ProviderCode,4,C6076,,,1.0
HOSPDET,TreatmentSiteCd,5,C1020,,0,4.2
HRG,Description,90,A5691,,,1.0
HRG,Description_1,57,A2637,,,1.0
HRG,EfgCode,4,A5692,,,1.0
HRG,Hrg2nd5190ChrsOfHrgDescription,40,A2654,,,1.0
HRG,HrgCode,5,A5690,,,1.0
HRG,HrgDescription,50,A2653,,,1.0
HRG,Hrgversion,3,A1190,Hrgversion,0,312
HRG,MfRecStsInd,1,A0463,Logical Delete Indicator,,1.0
HWARD,BedComplement,3,A0590,,,1.0
HWARD,BedsAllocToWard,3,A1922,,,1.0
HWARD,BedsResCntWardLvl,3,A0488,,,1.0
HWARD,CareLevel1Count,3,H0348,,,1.0
HWARD,CareLevel2Count,3,H0350,,,1.0
HWARD,CareLevel3Count,3,H0351,,,1.0
HWARD,ClosedBeds,3,A0415,,,1.0
HWARD,DayBedUnit,3,A4410,,,1.0
HWARD,ExtraBeds,3,A0416,,,1.0
HWARD,HealthyPersons,3,A0486,,,1.0
HWARD,HospitalCode,4,A0001,,,1.0
HWARD,KarsStatsHistoricWardDaysnightsOpenList,40,E4443,,,1.0
HWARD,ProviderCode,4,C6075,,,1.0
HWARD,RbtDayBedUnitInternal,1,A4410A,,,1.0
HWARD,ResidentialWard,3,A4714,,,1.0
HWARD,RiWardMasterFileResidentialYesnoInternal,1,A4714A,,,1.0
HWARD,StatisticsDate,10,C0233,,,1.0
HWARD,StatWardAttndTot,3,A0594,,,1.0
HWARD,TimeAvailable,3,A1846,,,1.0
HWARD,Ward,4,A0291,,,1.0
HWARD,WardAttenders,3,A0593,,,1.0
HWARD,WardClassification,2,C0313N,,,1.0
HWARDSPECSF,BedsAllocated,3,A0400,,,1.0
HWARDSPECSF,BedsAvailable,3,A1918,,,1.0
HWARDSPECSF,BedsResCntSpecLvl,3,A0490,,,1.0
HWARDSPECSF,CareLevel1,3,H0307,,,1.0
HWARDSPECSF,CareLevel2,3,H0308,,,1.0
HWARDSPECSF,CareLevel3,3,H0309,,,1.0
HWARDSPECSF,ClosedBeds,3,A1914,,,1.0
HWARDSPECSF,ExtraBeds,3,A1915,,,1.0
HWARDSPECSF,HealthyPersons,3,A1916,,,1.0
HWARDSPECSF,HospitalCode,4,A0291,,,1.0
HWARDSPECSF,KarsStatsBedAvailabilityForDayOnlyBeds,5,E4440,,,1.0
HWARDSPECSF,KarsStatsBedAvailabilityForElectiveDayBeds,5,C8615,,,1.0
HWARDSPECSF,KarsStatsBedAvailabilityForOvernightBeds,5,E4439,,,1.0
HWARDSPECSF,SigFacility,2,A4350,,,1.0
HWARDSPECSF,Specialty,4,A0293,,,1.0
HWARDSPECSF,StatisticsDate,10,A0001,,,1.0
HWARDSPECSF,Ward,,,,,1.0
HWARDSPECSF,WardAttenders,3,A1917,,,1.0
HWMHEALTHPERSON,HospitalCode,4,A0001,,,1.0
HWMHEALTHPERSON,New,3,C3705,,,1.0
HWMHEALTHPERSON,New_1,3,C3718,,,1.0
HWMHEALTHPERSON,New_2,3,C3708,,,1.0
HWMHEALTHPERSON,New_3,3,C3719,,,1.0
HWMHEALTHPERSON,New_4,3,C3712,,,1.0
HWMHEALTHPERSON,New_5,3,C3721,,,1.0
HWMHEALTHPERSON,New_6,3,C3711,,,1.0
HWMHEALTHPERSON,New_7,3,C3720,,,1.0
HWMHEALTHPERSON,StatisticsDate,10,C0233,,,1.0
HWMHEALTHPERSON,Tot,3,C3714,,,1.0
HWMHEALTHPERSON,Tot_1,3,C3722,,,1.0
HWMHEALTHPERSON,Tot_2,3,C3715,,,1.0
HWMHEALTHPERSON,Tot_3,3,C3723,,,1.0
HWMHEALTHPERSON,Tot_4,3,C3717,,,1.0
HWMHEALTHPERSON,Tot_5,3,C3725,,,1.0
HWMHEALTHPERSON,Tot_6,3,C3716,,,1.0
HWMHEALTHPERSON,Tot_7,3,C3724,,,1.0
HWMHEALTHPERSON,Ward,4,A0291,,,1.0
HWMSPECIALTY,BedsAllocated,3,A0400,,,1.0
HWMSPECIALTY,BedsResCntSpecLvl,3,A0490,,,1.0
HWMSPECIALTY,CareLevel1,3,H0307,,,1.0
HWMSPECIALTY,CareLevel2,3,H0308,,,1.0
HWMSPECIALTY,CareLevel3,3,H0309,,,1.0
HWMSPECIALTY,ClosedBeds,3,A1914,,,1.0
HWMSPECIALTY,ExtraBeds,3,A1915,,,1.0
HWMSPECIALTY,HospitalCode,4,A0001,,,1.0
HWMSPECIALTY,Specialty,4,A0293,,,1.0
HWMSPECIALTY,StatisticsDate,10,C0233,,,1.0
HWMSPECIALTY,Ward,4,A0291,,,1.0
HWMSPECIALTY,WardAttenders,3,A1917,,,1.0
HWSAPP,A2ndDateOffered,10,C1804,,0,5.0
HWSAPP,A2ndDateOfferedInt,8,C1804A,,0,5.0
HWSAPP,ApplicationIndicator,1,H0298A,"1 = In Patient, 2 = Out Pt, 3 = Service Group",,3.3
HWSAPP,ApptBookedDate,16,H0369,,,3.3
HWSAPP,ApptBookedTime,10,A3045B,,,3.3
HWSAPP,ApptCancDate,16,A1290,,,3.3
HWSAPP,ApptCancDTimeInt,12,A1290A,Format CCYYMMDDHHMM,,3.3
HWSAPP,ApptCancTime,10,A3045C,,,3.3
HWSAPP,ApptCategory,3,A1647,,,3.3
HWSAPP,ApptClass,1,C4683,,,3.3
HWSAPP,ApptComment,60,A1288,,,3.3
HWSAPP,ApptConractId,6,C7071E,,,3.3
HWSAPP,ApptDate,10,A3045A,,,3.3
HWSAPP,ApptEndTime,5,A1383,ApptEndTime,0,312
HWSAPP,ApptPrimaryProcedureCode,5,C4632,,,3.3
HWSAPP,ApptPurchaser,5,C7000,,,3.3
HWSAPP,ApptPurchRef,20,C6035,,,3.3
HWSAPP,ApptStatus,4,A1295,,,3.3
HWSAPP,ApptTime,10,A3045,,,3.3
HWSAPP,ApptType,3,A1271,,,3.3
HWSAPP,BookingType,4,C0868E,Entry from SGBOOKTYPEMF,0,4.1
HWSAPP,CancelBy,1,A1289,,,3.3
HWSAPP,CancelComment,30,A1292,,,3.3
HWSAPP,CaseNoteNumber,14,H0028B,,,3.3
HWSAPP,ClinicCode,8,A1380,,,3.3
HWSAPP,ClinicConsultant,6,C4575,,,3.3
HWSAPP,ClinicianSpecialty,4,R1157,Clinician Speciality,0,PC31
HWSAPP,ClinicianSubSpec,5,R1158,Clinician Sub Speciality,0,PC31
HWSAPP,ClinicSpecialty,4,A0293,,,3.3
HWSAPP,CurrentGender,1,R9219,5.1,0,5.1
HWSAPP,CurrentGenderDesc,14,R9200,5.1,0,5.1
HWSAPP,CurrentGenderInt,1,R9200B,5.1,0,5.1
HWSAPP,DateApptBookedInt,12,H0369A,Format CCYYMMDDHHMM,,3.3
HWSAPP,DischDate,16,D2182,,,3.3
HWSAPP,DischTime,10,A3045D,,,3.3
HWSAPP,Disposal,4,C7054,,,3.3
HWSAPP,DistrictNumber,14,A0007C,,,3.3
HWSAPP,Dob,10,A0032C,,,3.3
HWSAPP,EpiGp,8,H7621,,,3.3
HWSAPP,EpisodeNumber,9,A0142,,,3.3
HWSAPP,Forenames,20,A0028,,,3.3
HWSAPP,GdpCode,6,C4285,,,3.3
HWSAPP,HaCode,3,C7245,,,3.3
HWSAPP,InternalPatientNumber,9,A0000,,,3.3
HWSAPP,Interpreter,3,C1750,,0,5.0
HWSAPP,InterpreterLanguage,35,C1751,,0,5.0
HWSAPP,NhsNumber,17,A0366B,,,3.3
HWSAPP,OfferAccepted,3,C1803,,0,5.0
HWSAPP,OpDischargeDTimeInt,12,D2182A,Format CCYYMMDDHHMM,,3.3
HWSAPP,OpEROD,10,R9108,Earliest Reasonable Offer Date for OP Referal,0,PC31
HWSAPP,OpERODInt,12,R9108A,Earliest Reasonable Offer Date for OP Referal Int,0,PC31
HWSAPP,OsvStatus,1,C8421,,,3.3
HWSAPP,PatChoice,3,A0589,"NO-No,OTH-Not Applicable,YES-Yes",0,4.1
HWSAPP,Postcode,10,A0041,,,3.3
HWSAPP,PracticeCode,6,C7046,,,3.3
HWSAPP,PrimaryProcGroup,4,C6033,,,3.3
HWSAPP,ProgOfCare,1,A7385,,0,4.0
HWSAPP,ProgOfCareDesc,25,A7385B,,0,4.0
HWSAPP,PtApptStartDtimeInt,12,A1446A,Format CCYYMMDDHHMM,,3.3
HWSAPP,PtCategory,3,A1284,,,3.3
HWSAPP,PtVerticalApptInd,1,A1296,"1-FIRST VERTICAL TIMESLOT,2-MIDDLE VERTICAL TIMESL",0,312
HWSAPP,ReadPrimary,8,A6333,,,3.3
HWSAPP,ReasonableOffer,3,C1805,,0,5.0
HWSAPP,ReasonForCanc,30,A1291,,,3.3
HWSAPP,ReasonForRef,4,C7078,,,3.3
HWSAPP,RefBy,3,A1274,,,3.3
HWSAPP,RefConsultant,6,H0024,,,3.3
HWSAPP,ReferralContractId,6,C7071,,,3.3
HWSAPP,ReferralDate,10,A3045F,,,3.3
HWSAPP,ReferralDateInt,12,A1216A,Format CCYYMMDDHHMM,,3.3
HWSAPP,ReferralPurchaser,5,C7000E,,,3.3
HWSAPP,ReferralTime,10,A3045E,,,3.3
HWSAPP,RefPrimaryDiagnosisCode,7,C4604,,,3.3
HWSAPP,RefPriority,1,C7191,,,3.3
HWSAPP,RefSpecialty,4,H0025,,,3.3
HWSAPP,RefSubsidDiag,7,C4607,,,3.3
HWSAPP,RegGPCode,8,A0046,,,3.3
HWSAPP,ResCode,8,A1381,Doctor/Clinician Code,,3.3
HWSAPP,RttPeriodStatus,4,R2223,,0,PC42
HWSAPP,Sex,1,A0033,,,3.3
HWSAPP,SGReasonForRef1,4,R1577,"SG Reason for Referral-1, defined in <REZ>",0,PC42
HWSAPP,SGReasonForRef2,4,R1578,"SG Reason for Referral-2, defined in <REZ>",0,PC42
HWSAPP,SGReasonForRef3,4,R1579,"SG Reason for Referral-3, defined in <REZ>",0,PC42
HWSAPP,SGReasonForRef4,4,R1580,"SG Reason for Referral-4, defined in <REZ>",0,PC42
HWSAPP,SGReasonForRef5,4,R1581,"SG Reason for Referral-5, defined in <REZ>",0,PC42
HWSAPP,Surname,24,A0027,,,3.3
HWSAPP,Transport,2,A1286,,,3.3
HWSAPP,UserId,4,C4333,,,3.3
HWSAPP,WaitingGuaranteeException,1,A4427,,,3.3
HWSAPP,WaitingGuaranteeExceptionDesc,46,A4428,,,3.3
HWSAPPIS,A2ndDateOffered,10,C1804,6.0,0,6.0
HWSAPPIS,A2ndDateOfferedInt,8,C1804A,6.0,0,6.0
HWSAPPIS,ApplicationIndicator,1,H0298A,6.0,0,6.0
HWSAPPIS,ApptBookedDate,16,H0369,6.0,0,6.0
HWSAPPIS,ApptBookedDateInt,12,H0369A,6.0,0,6.0
HWSAPPIS,ApptCancDate,16,A1290,6.0,0,6.0
HWSAPPIS,ApptCancDTimeInt,12,A1290A,6.0,0,6.0
HWSAPPIS,ApptCategory,3,A1647,6.0,0,6.0
HWSAPPIS,ApptClass,1,C4683,6.0,0,6.0
HWSAPPIS,ApptComment,60,A1288,6.0,0,6.0
HWSAPPIS,ApptEndTime,5,A1383,6.0,0,6.0
HWSAPPIS,ApptEnteredDtime,16,A9733,6.0,0,6.0
HWSAPPIS,ApptEnteredDtimeInt,12,A9733A,6.0,0,6.0
HWSAPPIS,ApptEnteredUID,4,C4332,6.0,0,6.0
HWSAPPIS,ApptPrimaryProcedureCode,5,C4632,6.0,0,6.0
HWSAPPIS,ApptStatus,4,A1295,6.0,0,6.0
HWSAPPIS,ApptType,3,A1271,6.0,0,6.0
HWSAPPIS,BookingType,4,C0868E,6.0,0,6.0
HWSAPPIS,CancelBy,1,A1289,6.0,0,6.0
HWSAPPIS,CancelComment,30,A1292,6.0,0,6.0
HWSAPPIS,ClinicCode,8,A1380,6.0,0,6.0
HWSAPPIS,Disposal,4,C7054,6.0,0,6.0
HWSAPPIS,EpisodeNumber,9,A0142,6.0,0,6.0
HWSAPPIS,InternalPatientNumber,9,A0000,6.0,0,6.0
HWSAPPIS,Interpreter,3,C1750,6.0,0,6.0
HWSAPPIS,InterpreterLanguage,35,C1751,6.0,0,6.0
HWSAPPIS,LastRevisionDtime,16,A9734,6.0,0,6.0
HWSAPPIS,LastRevisionDtimeInt,12,A9734A,6.0,0,6.0
HWSAPPIS,LastRevisionUID,4,C4333,6.0,0,6.0
HWSAPPIS,OfferAccepted,3,C1803,6.0,0,6.0
HWSAPPIS,OsvStatus,1,C8421,6.0,0,6.0
HWSAPPIS,PatChoice,3,A0589,6.0,0,6.0
HWSAPPIS,PrimaryProcGroup,4,C6033,6.0,0,6.0
HWSAPPIS,ProgOfCare,1,A7385,6.0,0,6.0
HWSAPPIS,ProgOfCareDesc,25,A7385B,6.0,0,6.0
HWSAPPIS,PtApptStartDtimeInt,12,A1446A,6.0,0,6.0
HWSAPPIS,PtCategory,3,A1284,6.0,0,6.0
HWSAPPIS,PtVerticalApptInd,1,A1296,6.0,0,6.0
HWSAPPIS,ReadPrimary,8,A6333,6.0,0,6.0
HWSAPPIS,ReasonableOffer,3,C1805,6.0,0,6.0
HWSAPPIS,ReasonForCanc,30,A1291,6.0,0,6.0
HWSAPPIS,ResCode,8,A1381,6.0,0,6.0
HWSAPPIS,RttPeriodStatus,4,R2223,6.0,0,6.0
HWSAPPIS,Transport,2,A1286,6.0,0,6.0
ICD10,A5thDigitLoMax,1,C3610,,,1.0
ICD10,A5thDigitUpMin,1,C3611,,,1.0
ICD10,AccidentFlag,1,C3612A,,,1.0
ICD10,AccidentPrompt,3,C3612,,,1.0
ICD10,DaggerAsterisk,1,C4693,,,1.0
ICD10,Deleted,1,A0463,,,1.0
ICD10,DeliveryMethod,20,E4100,,,1.0
ICD10,Description,60,A8103,,,1.0
ICD10,EpisodeCompleteCheck,1,E4108,,,1.0
