target_table,target_field,mapping_class,primary_source_table,primary_source_field,mapping_rule,confidence,notes
LOAD_DETENTION_ARCHIVE,sex,DERIVED,ASFIELDRANGE,FieldRangeSex,ASFIELDRANGE.FieldRangeSex -> LOAD_DETENTION_ARCHIVE.sex,MEDIUM,Archive structure is denormalized and assembled from multiple source entities.
LOAD_DETENTION_ARCHIVE,pat_name_1,DERIVED,CONSMAST,Name,CONSMAST.Name -> LOAD_DETENTION_ARCHIVE.pat_name_1,MEDIUM,Archive structure is denormalized and assembled from multiple source entities.
LOAD_DETENTION_ARCHIVE,pat_name_family,DERIVED,AEDOCTOR,Surname,AEDOCTOR.Surname -> LOAD_DETENTION_ARCHIVE.pat_name_family,MEDIUM,Archive structure is denormalized and assembled from multiple source entities.
LOAD_DETENTION_ARCHIVE,address_1,DERIVED,AEATYPEINC,EdEstAddress1,AEATYPEINC.EdEstAddress1 -> LOAD_DETENTION_ARCHIVE.address_1,MEDIUM,Archive structure is denormalized and assembled from multiple source entities.
LOAD_DETENTION_ARCHIVE,address_2,DERIVED,AEATYPEINC,EdEstAddress2,AEATYPEINC.EdEstAddress2 -> LOAD_DETENTION_ARCHIVE.address_2,MEDIUM,Archive structure is denormalized and assembled from multiple source entities.
LOAD_DETENTION_ARCHIVE,address_3,DERIVED,AEATYPEINC,EdEstAddress3,AEATYPEINC.EdEstAddress3 -> LOAD_DETENTION_ARCHIVE.address_3,MEDIUM,Archive structure is denormalized and assembled from multiple source entities.
LOAD_DETENTION_ARCHIVE,address_4,DERIVED,AEATYPEINC,EdEstAddress4,AEATYPEINC.EdEstAddress4 -> LOAD_DETENTION_ARCHIVE.address_4,MEDIUM,Archive structure is denormalized and assembled from multiple source entities.
LOAD_DETENTION_ARCHIVE,address_5,DERIVED,GDP,Address,GDP.Address -> LOAD_DETENTION_ARCHIVE.address_5,MEDIUM,Archive structure is denormalized and assembled from multiple source entities.
LOAD_DETENTION_ARCHIVE,post_code,LOOKUP_TRANSLATION,ADTLADDCOR,Newpostcode,ADTLADDCOR.Newpostcode -> LOAD_DETENTION_ARCHIVE.post_code,MEDIUM,Code/value translation required against PAS code sets.
LOAD_DETENTION_ARCHIVE,detention_start,DERIVED,,,Assemble from multi-table joins (transactional + lookup + historical contexts).,MEDIUM,Explicit archive synthesis mapping required.
LOAD_DETENTION_ARCHIVE,detention_end,DERIVED,,,Assemble from multi-table joins (transactional + lookup + historical contexts).,MEDIUM,Explicit archive synthesis mapping required.
LOAD_DETENTION_ARCHIVE,detention_location,DERIVED,AELOCATION,Location,AELOCATION.Location -> LOAD_DETENTION_ARCHIVE.detention_location,MEDIUM,Archive structure is denormalized and assembled from multiple source entities.
LOAD_DETENTION_ARCHIVE,caseholder,DERIVED,,,Assemble from multi-table joins (transactional + lookup + historical contexts).,MEDIUM,Explicit archive synthesis mapping required.
LOAD_DETENTION_ARCHIVE,mental_category,DERIVED,LEGALSTATUSDETS,MentalCategory,LEGALSTATUSDETS.MentalCategory -> LOAD_DETENTION_ARCHIVE.mental_category,HIGH,Archive structure is denormalized and assembled from multiple source entities.
LOAD_DETENTION_ARCHIVE,legal_status,LOOKUP_TRANSLATION,LEGALSTATUSDETS,LegalStatus,LEGALSTATUSDETS.LegalStatus -> LOAD_DETENTION_ARCHIVE.legal_status,HIGH,Code/value translation required against PAS code sets.
LOAD_DETENTION_ARCHIVE,detention_notes,DERIVED,,,Assemble from multi-table joins (transactional + lookup + historical contexts).,MEDIUM,Explicit archive synthesis mapping required.
LOAD_IWL,record_number,SURROGATE_ETL,,,Generate during ETL sequencing and key orchestration.,HIGH,
LOAD_IWL,loadref_record_number,SURROGATE_ETL,,,Generate during ETL sequencing and key orchestration.,HIGH,
LOAD_IWL,rttpwy_recno_out_encounter,SURROGATE_ETL,,,Generate during ETL sequencing and key orchestration.,HIGH,
LOAD_IWL,loadrttprd_record_number,SURROGATE_ETL,,,Generate during ETL sequencing and key orchestration.,HIGH,
LOAD_IWL,loadrttprd_action,DIRECT_SOURCE,CPSCPADLPROB,P,CPSCPADLPROB.P -> LOAD_IWL.loadrttprd_action,MEDIUM,Direct field transfer from source with datatype/format normalization.
LOAD_IWL,rttevent_recno_encounter,SURROGATE_ETL,,,Generate during ETL sequencing and key orchestration.,HIGH,
LOAD_IWL,rttevent_recno_outcome,SURROGATE_ETL,,,Generate during ETL sequencing and key orchestration.,HIGH,
LOAD_IWL,system_code,SURROGATE_ETL,,,Generate during ETL sequencing and key orchestration.,HIGH,
LOAD_IWL,external_system_id,SURROGATE_ETL,,,Generate during ETL sequencing and key orchestration.,HIGH,
LOAD_IWL,main_crn_type,LOOKUP_TRANSLATION,CONTR,CidType,CONTR.CidType -> LOAD_IWL.main_crn_type,MEDIUM,Code/value translation required against PAS code sets.
LOAD_IWL,main_crn,DIRECT_SOURCE,WLCURRENT,InternalPatientNumber,WLCURRENT.InternalPatientNumber -> LOAD_IWL.main_crn,HIGH,Direct field transfer from source with datatype/format normalization.
LOAD_IWL,waitlist_date,DIRECT_SOURCE,WLCURRENT,DateOnList,WLCURRENT.DateOnList -> LOAD_IWL.waitlist_date,HIGH,Direct field transfer from source with datatype/format normalization.
LOAD_IWL,urgency,LOOKUP_TRANSLATION,WLCURRENT,Urgency,WLCURRENT.Urgency -> LOAD_IWL.urgency,HIGH,Code/value translation required against PAS code sets.
LOAD_IWL,short_notice_flag,DIRECT_SOURCE,WLCURRENT,ShortNotice,WLCURRENT.ShortNotice -> LOAD_IWL.short_notice_flag,HIGH,Direct field transfer from source with datatype/format normalization.
LOAD_IWL,status,LOOKUP_TRANSLATION,WLCURRENT,OsvStatus,WLCURRENT.OsvStatus -> LOAD_IWL.status,HIGH,Code/value translation required against PAS code sets.
LOAD_IWL,waitlist_type,LOOKUP_TRANSLATION,CONTR,Type,CONTR.Type -> LOAD_IWL.waitlist_type,MEDIUM,Code/value translation required against PAS code sets.
LOAD_IWL,waitlist_profile,DERIVED,WLCURRENT,Specialty,WLCURRENT.Specialty -> LOAD_IWL.waitlist_profile,HIGH,Derived/constructed field from source clinical context.
LOAD_IWL,site_code,LOOKUP_TRANSLATION,AEACCBY,Code,AEACCBY.Code -> LOAD_IWL.site_code,MEDIUM,Code/value translation required against PAS code sets.
LOAD_IWL,specialty,LOOKUP_TRANSLATION,WLCURRENT,Specialty,WLCURRENT.Specialty -> LOAD_IWL.specialty,HIGH,Code/value translation required against PAS code sets.
LOAD_IWL,consultant_code,LOOKUP_TRANSLATION,WLCURRENT,Consultant,WLCURRENT.Consultant -> LOAD_IWL.consultant_code,HIGH,Code/value translation required against PAS code sets.
LOAD_IWL,intended_management,DERIVED,CPSCPADLPROBGOAL,G,CPSCPADLPROBGOAL.G -> LOAD_IWL.intended_management,MEDIUM,Derived/constructed field from source clinical context.
LOAD_IWL,transport_required,DIRECT_SOURCE,WLCURRENT,Transport,WLCURRENT.Transport -> LOAD_IWL.transport_required,HIGH,Direct field transfer from source with datatype/format normalization.
LOAD_IWL,provisional_diagnosis,DIRECT_SOURCE,WLCURRENT,ProvisionalDiagnosis,WLCURRENT.ProvisionalDiagnosis -> LOAD_IWL.provisional_diagnosis,HIGH,Direct field transfer from source with datatype/format normalization.
LOAD_IWL,provisional_procedure,DIRECT_SOURCE,CPSCPADLPROB,P,CPSCPADLPROB.P -> LOAD_IWL.provisional_procedure,MEDIUM,Direct field transfer from source with datatype/format normalization.
LOAD_IWL,intended_procedure_code,LOOKUP_TRANSLATION,WLCURRENT,IntendedProc,WLCURRENT.IntendedProc -> LOAD_IWL.intended_procedure_code,HIGH,Code/value translation required against PAS code sets.
LOAD_IWL,intended_procedure_code2,LOOKUP_TRANSLATION,WLCURRENT,IntendedProc,WLCURRENT.IntendedProc -> LOAD_IWL.intended_procedure_code2,HIGH,Code/value translation required against PAS code sets.
LOAD_IWL,est_theatre_time,DIRECT_SOURCE,WLCURRENT,TheatreTime,WLCURRENT.TheatreTime -> LOAD_IWL.est_theatre_time,HIGH,Direct field transfer from source with datatype/format normalization.
LOAD_IWL,admission_duration,DERIVED,AECLINICMF,Duration,AECLINICMF.Duration -> LOAD_IWL.admission_duration,MEDIUM,Derived/constructed field from source clinical context.
LOAD_IWL,last_review_date,DIRECT_SOURCE,WLCURRENT,LastReviewDate,WLCURRENT.LastReviewDate -> LOAD_IWL.last_review_date,HIGH,Direct field transfer from source with datatype/format normalization.
LOAD_IWL,last_review_response,DIRECT_SOURCE,CPSCPADLPROB,P,CPSCPADLPROB.P -> LOAD_IWL.last_review_response,MEDIUM,Direct field transfer from source with datatype/format normalization.
LOAD_IWL,wl_outcome,LOOKUP_TRANSLATION,AEDIARY,Outcome,AEDIARY.Outcome -> LOAD_IWL.wl_outcome,MEDIUM,Code/value translation required against PAS code sets.
LOAD_IWL,removed,DIRECT_SOURCE,CLIDATA,RemovedFromScreen,CLIDATA.RemovedFromScreen -> LOAD_IWL.removed,MEDIUM,Direct field transfer from source with datatype/format normalization.
LOAD_IWL,wl_entry_comment,DIRECT_SOURCE,ADMITDISCH,Comment,ADMITDISCH.Comment -> LOAD_IWL.wl_entry_comment,MEDIUM,Direct field transfer from source with datatype/format normalization.
LOAD_IWL_DEFERRALS,admission_reason_comment,LOOKUP_TRANSLATION,WLACTIVITY,Reason,WLACTIVITY.Reason -> LOAD_IWL_DEFERRALS.admission_reason_comment,HIGH,Code/value translation required against PAS code sets.
LOAD_IWL_DEFERRALS,operation_text,DIRECT_SOURCE,ADMITDISCH,Operation,ADMITDISCH.Operation -> LOAD_IWL_DEFERRALS.operation_text,MEDIUM,Direct field transfer from source with datatype/format normalization.
LOAD_IWL_DEFERRALS,record_number,SURROGATE_ETL,,,Generate during ETL sequencing and key orchestration.,HIGH,
LOAD_IWL_DEFERRALS,loadiwl_record_number,SURROGATE_ETL,,,Generate during ETL sequencing and key orchestration.,HIGH,
LOAD_IWL_DEFERRALS,system_code,SURROGATE_ETL,,,Generate during ETL sequencing and key orchestration.,HIGH,
LOAD_IWL_DEFERRALS,external_system_id,SURROGATE_ETL,,,Generate during ETL sequencing and key orchestration.,HIGH,
LOAD_IWL_DEFERRALS,deferral_start,DIRECT_SOURCE,CONSWARDSTAY,StartDate,CONSWARDSTAY.StartDate -> LOAD_IWL_DEFERRALS.deferral_start,MEDIUM,Direct field transfer from source with datatype/format normalization.
LOAD_IWL_DEFERRALS,deferral_end,DIRECT_SOURCE,CONSWARDSTAY,EndDate,CONSWARDSTAY.EndDate -> LOAD_IWL_DEFERRALS.deferral_end,MEDIUM,Direct field transfer from source with datatype/format normalization.
LOAD_IWL_DEFERRALS,deferral_reason,LOOKUP_TRANSLATION,WLACTIVITY,Reason,WLACTIVITY.Reason -> LOAD_IWL_DEFERRALS.deferral_reason,HIGH,Code/value translation required against PAS code sets.
LOAD_IWL_DEFERRALS,deferral_comment,DIRECT_SOURCE,ADMITDISCH,Comment,ADMITDISCH.Comment -> LOAD_IWL_DEFERRALS.deferral_comment,MEDIUM,Direct field transfer from source with datatype/format normalization.
LOAD_IWL_PROFILES,record_number,SURROGATE_ETL,,,Generate during ETL sequencing and key orchestration.,HIGH,
LOAD_IWL_PROFILES,system_code,SURROGATE_ETL,,,Generate during ETL sequencing and key orchestration.,HIGH,
LOAD_IWL_PROFILES,external_system_id,SURROGATE_ETL,,,Generate during ETL sequencing and key orchestration.,HIGH,
LOAD_IWL_PROFILES,waitlist_profile,REFERENCE_MASTER_FEED,,,Populate from operational master/reference datasets (not patient transaction extract).,HIGH,
LOAD_IWL_PROFILES,description,REFERENCE_MASTER_FEED,,,Populate from operational master/reference datasets (not patient transaction extract).,HIGH,
LOAD_IWL_PROFILES,list_no,REFERENCE_MASTER_FEED,,,Populate from operational master/reference datasets (not patient transaction extract).,HIGH,
LOAD_IWL_PROFILES,consultant_code,REFERENCE_MASTER_FEED,,,Populate from operational master/reference datasets (not patient transaction extract).,HIGH,
LOAD_IWL_PROFILES,treatment_type,REFERENCE_MASTER_FEED,,,Populate from operational master/reference datasets (not patient transaction extract).,HIGH,
LOAD_IWL_PROFILES,admit_type,REFERENCE_MASTER_FEED,,,Populate from operational master/reference datasets (not patient transaction extract).,HIGH,
LOAD_IWL_PROFILES,max_wait_months,REFERENCE_MASTER_FEED,,,Populate from operational master/reference datasets (not patient transaction extract).,HIGH,
LOAD_IWL_PROFILES,avg_length_stay,REFERENCE_MASTER_FEED,,,Populate from operational master/reference datasets (not patient transaction extract).,HIGH,
LOAD_IWL_PROFILES,admit_duration_hours,REFERENCE_MASTER_FEED,,,Populate from operational master/reference datasets (not patient transaction extract).,HIGH,
LOAD_IWL_PROFILES,operation_duration_mins,REFERENCE_MASTER_FEED,,,Populate from operational master/reference datasets (not patient transaction extract).,HIGH,
LOAD_IWL_TCIS,deferral_end,DIRECT_SOURCE,CONSWARDSTAY,EndDate,CONSWARDSTAY.EndDate -> LOAD_IWL_TCIS.deferral_end,MEDIUM,Direct field transfer from source with datatype/format normalization.
LOAD_IWL_TCIS,deferral_reason,LOOKUP_TRANSLATION,WLACTIVITY,Reason,WLACTIVITY.Reason -> LOAD_IWL_TCIS.deferral_reason,HIGH,Code/value translation required against PAS code sets.
LOAD_IWL_TCIS,deferral_comment,DIRECT_SOURCE,ADMITDISCH,Comment,ADMITDISCH.Comment -> LOAD_IWL_TCIS.deferral_comment,MEDIUM,Direct field transfer from source with datatype/format normalization.
LOAD_IWL_TCIS,record_number,SURROGATE_ETL,,,Generate during ETL sequencing and key orchestration.,HIGH,
LOAD_IWL_TCIS,loadiwl_record_number,SURROGATE_ETL,,,Generate during ETL sequencing and key orchestration.,HIGH,
LOAD_IWL_TCIS,system_code,SURROGATE_ETL,,,Generate during ETL sequencing and key orchestration.,HIGH,
LOAD_IWL_TCIS,external_system_id,SURROGATE_ETL,,,Generate during ETL sequencing and key orchestration.,HIGH,
LOAD_IWL_TCIS,status,LOOKUP_TRANSLATION,WLCURRENT,OsvStatus,WLCURRENT.OsvStatus -> LOAD_IWL_TCIS.status,HIGH,Code/value translation required against PAS code sets.
LOAD_IWL_TCIS,booking_type,LOOKUP_TRANSLATION,WLACTIVITY,BookingType,WLACTIVITY.BookingType -> LOAD_IWL_TCIS.booking_type,HIGH,Code/value translation required against PAS code sets.
LOAD_IWL_TCIS,consultant_code,LOOKUP_TRANSLATION,WLACTIVITY,Consultant,WLACTIVITY.Consultant -> LOAD_IWL_TCIS.consultant_code,HIGH,Code/value translation required against PAS code sets.
LOAD_IWL_TCIS,offer_date,DIRECT_SOURCE,WLACTIVITY,TCIOfferDateInt,WLACTIVITY.TCIOfferDateInt -> LOAD_IWL_TCIS.offer_date,HIGH,Direct field transfer from source with datatype/format normalization.
LOAD_IWL_TCIS,agreed_date,DIRECT_SOURCE,CPSCPADLPROBGOAL,G,CPSCPADLPROBGOAL.G -> LOAD_IWL_TCIS.agreed_date,MEDIUM,Direct field transfer from source with datatype/format normalization.
LOAD_IWL_TCIS,agreed_flag,DIRECT_SOURCE,CPSCPADLPROBGOAL,G,CPSCPADLPROBGOAL.G -> LOAD_IWL_TCIS.agreed_flag,MEDIUM,Direct field transfer from source with datatype/format normalization.
LOAD_IWL_TCIS,preassessment_date,DIRECT_SOURCE,CPSCPADLPROB,P,CPSCPADLPROB.P -> LOAD_IWL_TCIS.preassessment_date,MEDIUM,Direct field transfer from source with datatype/format normalization.
LOAD_IWL_TCIS,tci_date,DIRECT_SOURCE,WLACTIVITY,TCIDate,WLACTIVITY.TCIDate -> LOAD_IWL_TCIS.tci_date,HIGH,Direct field transfer from source with datatype/format normalization.
LOAD_IWL_TCIS,operation_date,DIRECT_SOURCE,WLCURRENT,OperationDate,WLCURRENT.OperationDate -> LOAD_IWL_TCIS.operation_date,HIGH,Direct field transfer from source with datatype/format normalization.
LOAD_IWL_TCIS,estimated_discharge_date,DIRECT_SOURCE,ADMITDISCH,DischargeDate,ADMITDISCH.DischargeDate -> LOAD_IWL_TCIS.estimated_discharge_date,MEDIUM,Direct field transfer from source with datatype/format normalization.
LOAD_IWL_TCIS,ge_date,OUT_OF_SCOPE,,,Exclude: parse artefact field from non-authoritative PDF conversion.,HIGH,
LOAD_MH_CPA_HISTORY,applies_end,DIRECT_SOURCE,CPSCPADLPROB,P,CPSCPADLPROB.P -> LOAD_MH_CPA_HISTORY.applies_end,MEDIUM,Direct field transfer from source with datatype/format normalization.
LOAD_MH_CPA_HISTORY,next_review_date,DIRECT_SOURCE,CPSCPADLPROBGOAL,ReviewDate,CPSCPADLPROBGOAL.ReviewDate -> LOAD_MH_CPA_HISTORY.next_review_date,MEDIUM,Direct field transfer from source with datatype/format normalization.
LOAD_MH_CPA_HISTORY,table,OUT_OF_SCOPE,,,Exclude: parse artefact field from non-authoritative PDF conversion.,HIGH,
LOAD_MH_CPA_HISTORY,record_number,SURROGATE_ETL,,,Generate during ETL sequencing and key orchestration.,HIGH,
LOAD_MH_CPA_HISTORY,mh_cm_record_number,SURROGATE_ETL,,,Generate during ETL sequencing and key orchestration.,HIGH,
LOAD_MH_CPA_HISTORY,system_code,SURROGATE_ETL,,,Generate during ETL sequencing and key orchestration.,HIGH,
LOAD_MH_CPA_HISTORY,external_system_id,SURROGATE_ETL,,,Generate during ETL sequencing and key orchestration.,HIGH,
LOAD_MH_CPA_HISTORY,main_crn_type,LOOKUP_TRANSLATION,CONTR,CidType,CONTR.CidType -> LOAD_MH_CPA_HISTORY.main_crn_type,MEDIUM,Code/value translation required against PAS code sets.
LOAD_MH_CPA_HISTORY,main_crn,DIRECT_SOURCE,SMREPISODE,InternalPatientNumber,SMREPISODE.InternalPatientNumber -> LOAD_MH_CPA_HISTORY.main_crn,HIGH,Direct field transfer from source with datatype/format normalization.
LOAD_MH_CPA_HISTORY,cpa_type,LOOKUP_TRANSLATION,CONTR,Type,CONTR.Type -> LOAD_MH_CPA_HISTORY.cpa_type,MEDIUM,Code/value translation required against PAS code sets.
LOAD_MH_CPA_MASTER,record_number,SURROGATE_ETL,,,Generate during ETL sequencing and key orchestration.,HIGH,
LOAD_MH_CPA_MASTER,system_code,SURROGATE_ETL,,,Generate during ETL sequencing and key orchestration.,HIGH,
LOAD_MH_CPA_MASTER,external_system_id,SURROGATE_ETL,,,Generate during ETL sequencing and key orchestration.,HIGH,
LOAD_MH_CPA_MASTER,main_crn_type,LOOKUP_TRANSLATION,CONTR,CidType,CONTR.CidType -> LOAD_MH_CPA_MASTER.main_crn_type,MEDIUM,Code/value translation required against PAS code sets.
LOAD_MH_CPA_MASTER,main_crn,DIRECT_SOURCE,SMREPISODE,InternalPatientNumber,SMREPISODE.InternalPatientNumber -> LOAD_MH_CPA_MASTER.main_crn,HIGH,Direct field transfer from source with datatype/format normalization.
LOAD_MH_CPA_MASTER,cpa_type,LOOKUP_TRANSLATION,CONTR,Type,CONTR.Type -> LOAD_MH_CPA_MASTER.cpa_type,MEDIUM,Code/value translation required against PAS code sets.
LOAD_MH_CPA_MASTER,key_worker_staff_id,DIRECT_SOURCE,CPFCLINEFFDATA,Id,CPFCLINEFFDATA.Id -> LOAD_MH_CPA_MASTER.key_worker_staff_id,MEDIUM,Direct field transfer from source with datatype/format normalization.
LOAD_MH_CPA_MASTER,care_coordinator,DERIVED,,,Derive from caseholder/lead clinician when dedicated coordinator unavailable.,MEDIUM,SME policy required at go-live.
LOAD_MH_CPA_MASTER,applies_start,DIRECT_SOURCE,CPSCPADLPROB,P,CPSCPADLPROB.P -> LOAD_MH_CPA_MASTER.applies_start,MEDIUM,Direct field transfer from source with datatype/format normalization.
LOAD_MH_DETENTION_MASTER,diagnosis_note,DERIVED,AEAUSERDIAG,Diagnosis,AEAUSERDIAG.Diagnosis -> LOAD_MH_DETENTION_MASTER.diagnosis_note,MEDIUM,Derived/constructed field from source clinical context.
LOAD_MH_DETENTION_MASTER,diagnosed_by,DIRECT_SOURCE,CPSCPADLPROBGOAL,G,CPSCPADLPROBGOAL.G -> LOAD_MH_DETENTION_MASTER.diagnosed_by,MEDIUM,Direct field transfer from source with datatype/format normalization.
LOAD_MH_DETENTION_MASTER,diagnosis_date,DIRECT_SOURCE,AEAUSERDIAG,Diagnosis,AEAUSERDIAG.Diagnosis -> LOAD_MH_DETENTION_MASTER.diagnosis_date,MEDIUM,Direct field transfer from source with datatype/format normalization.
LOAD_MH_DETENTION_MASTER,record_number,SURROGATE_ETL,,,Generate during ETL sequencing and key orchestration.,HIGH,
LOAD_MH_DETENTION_MASTER,adt_adm_record_number,SURROGATE_ETL,,,Generate during ETL sequencing and key orchestration.,HIGH,
LOAD_MH_DETENTION_MASTER,system_code,SURROGATE_ETL,,,Generate during ETL sequencing and key orchestration.,HIGH,
LOAD_MH_DETENTION_MASTER,external_system_id,SURROGATE_ETL,,,Generate during ETL sequencing and key orchestration.,HIGH,
LOAD_MH_DETENTION_MASTER,main_crn_type,LOOKUP_TRANSLATION,CPSGREFERRAL,Type,CPSGREFERRAL.Type -> LOAD_MH_DETENTION_MASTER.main_crn_type,HIGH,Code/value translation required against PAS code sets.
LOAD_MH_DETENTION_MASTER,main_crn,DIRECT_SOURCE,SMREPISODE,InternalPatientNumber,SMREPISODE.InternalPatientNumber -> LOAD_MH_DETENTION_MASTER.main_crn,HIGH,Direct field transfer from source with datatype/format normalization.
LOAD_MH_DETENTION_TRANSFERS,start_date,DIRECT_SOURCE,SMREPISODE,EpisodeStartDate,SMREPISODE.EpisodeStartDate -> LOAD_MH_DETENTION_TRANSFERS.start_date,HIGH,Direct field transfer from source with datatype/format normalization.
LOAD_MH_DETENTION_TRANSFERS,end_date,DIRECT_SOURCE,AUGCAREPATDET,ApcAugmentedCarePeriodEndDatetimeInt,AUGCAREPATDET.ApcAugmentedCarePeriodEndDatetimeInt -> LOAD_MH_DETENTION_TRANSFERS.end_date,MEDIUM,Direct field transfer from source with datatype/format normalization.
LOAD_MH_DETENTION_TRANSFERS,expiry_date,DIRECT_SOURCE,CPSCPADLPROB,P,CPSCPADLPROB.P -> LOAD_MH_DETENTION_TRANSFERS.expiry_date,MEDIUM,Direct field transfer from source with datatype/format normalization.
LOAD_MH_DETENTION_TRANSFERS,table,OUT_OF_SCOPE,,,Exclude: parse artefact field from non-authoritative PDF conversion.,HIGH,
LOAD_MH_DETENTION_TRANSFERS,record_number,SURROGATE_ETL,,,Generate during ETL sequencing and key orchestration.,HIGH,
LOAD_MH_DETENTION_TRANSFERS,mh_dm_record_number,SURROGATE_ETL,,,Generate during ETL sequencing and key orchestration.,HIGH,
LOAD_MH_DETENTION_TRANSFERS,system_code,SURROGATE_ETL,,,Generate during ETL sequencing and key orchestration.,HIGH,
LOAD_MH_DETENTION_TRANSFERS,external_system_id,SURROGATE_ETL,,,Generate during ETL sequencing and key orchestration.,HIGH,
LOAD_MH_DETENTION_TRANSFERS,main_crn_type,LOOKUP_TRANSLATION,CONTR,CidType,CONTR.CidType -> LOAD_MH_DETENTION_TRANSFERS.main_crn_type,MEDIUM,Code/value translation required against PAS code sets.
LOAD_MH_DETENTION_TRANSFERS,main_crn,DIRECT_SOURCE,SMREPISODE,InternalPatientNumber,SMREPISODE.InternalPatientNumber -> LOAD_MH_DETENTION_TRANSFERS.main_crn,HIGH,Direct field transfer from source with datatype/format normalization.
LOAD_MH_DETENTION_TRANSFERS,institution,DIRECT_SOURCE,LOCATIONCODES,RiScottishInstitutionLocationCode,LOCATIONCODES.RiScottishInstitutionLocationCode -> LOAD_MH_DETENTION_TRANSFERS.institution,MEDIUM,Direct field transfer from source with datatype/format normalization.
LOAD_MH_DETENTION_TRANSFERS,legal_status,LOOKUP_TRANSLATION,LEGALSTATUSDETS,LegalStatus,LEGALSTATUSDETS.LegalStatus -> LOAD_MH_DETENTION_TRANSFERS.legal_status,HIGH,Code/value translation required against PAS code sets.
LOAD_MH_DETENTION_TRANSFERS,mental_category,DIRECT_SOURCE,LEGALSTATUSDETS,MentalCategory,LEGALSTATUSDETS.MentalCategory -> LOAD_MH_DETENTION_TRANSFERS.mental_category,HIGH,Direct field transfer from source with datatype/format normalization.
LOAD_MH_DETENTION_TRANSFERS,caseholder,DERIVED,,,Derive from consultant/lead clinician in episode context.,MEDIUM,SME policy required at go-live.
LOAD_MH_DETENTION_TRANSFERS,section_review_date,DIRECT_SOURCE,CPSCPADLPROBGOAL,ReviewDate,CPSCPADLPROBGOAL.ReviewDate -> LOAD_MH_DETENTION_TRANSFERS.section_review_date,MEDIUM,Direct field transfer from source with datatype/format normalization.
LOAD_MH_DETENTION_TRANSFERS,consent_reminder_date,DERIVED,,,Default schedule date derived from detention review calendar.,MEDIUM,Policy default for testing/pre-production.
LOAD_MH_DETENTION_TRANSFERS,consent_due_date,DERIVED,,,Default consent due date derived from reminder date.,MEDIUM,Policy default for testing/pre-production.
LOAD_OPD_APPOINTMENTS,must,OUT_OF_SCOPE,,,Exclude: parse artefact field from non-authoritative PDF conversion.,HIGH,
LOAD_OPD_APPOINTMENTS,record_number,SURROGATE_ETL,,,Generate during ETL sequencing and key orchestration.,HIGH,
LOAD_OPD_APPOINTMENTS,loadref_record_number,SURROGATE_ETL,,,Generate during ETL sequencing and key orchestration.,HIGH,
LOAD_OPD_APPOINTMENTS,loadowl_record_number,SURROGATE_ETL,,,Generate during ETL sequencing and key orchestration.,HIGH,
LOAD_OPD_APPOINTMENTS,rttpwy_recno_out_encounter,SURROGATE_ETL,,,Generate during ETL sequencing and key orchestration.,HIGH,
LOAD_OPD_APPOINTMENTS,loadrttprd_record_number,SURROGATE_ETL,,,Generate during ETL sequencing and key orchestration.,HIGH,
LOAD_OPD_APPOINTMENTS,loadrttprd_action,DIRECT_SOURCE,CPSCPADLPROB,P,CPSCPADLPROB.P -> LOAD_OPD_APPOINTMENTS.loadrttprd_action,MEDIUM,Direct field transfer from source with datatype/format normalization.
LOAD_OPD_APPOINTMENTS,rttevent_recno_encounter,SURROGATE_ETL,,,Generate during ETL sequencing and key orchestration.,HIGH,
LOAD_OPD_APPOINTMENTS,rttevent_recno_outcome,SURROGATE_ETL,,,Generate during ETL sequencing and key orchestration.,HIGH,
LOAD_OPD_APPOINTMENTS,system_code,SURROGATE_ETL,,,Generate during ETL sequencing and key orchestration.,HIGH,
LOAD_OPD_APPOINTMENTS,external_system_id,SURROGATE_ETL,,,Generate during ETL sequencing and key orchestration.,HIGH,
LOAD_OPD_APPOINTMENTS,main_crn_type,LOOKUP_TRANSLATION,CONTR,CidType,CONTR.CidType -> LOAD_OPD_APPOINTMENTS.main_crn_type,MEDIUM,Code/value translation required against PAS code sets.
LOAD_OPD_APPOINTMENTS,main_crn,DIRECT_SOURCE,OPA,InternalPatientNumber,OPA.InternalPatientNumber -> LOAD_OPD_APPOINTMENTS.main_crn,HIGH,Direct field transfer from source with datatype/format normalization.
LOAD_OPD_APPOINTMENTS,new_followup_flag,DIRECT_SOURCE,CPSCPADLPROB,P,CPSCPADLPROB.P -> LOAD_OPD_APPOINTMENTS.new_followup_flag,MEDIUM,Direct field transfer from source with datatype/format normalization.
LOAD_OPD_APPOINTMENTS,appt_team,DIRECT_SOURCE,OPA,ClinicSpecialty,OPA.ClinicSpecialty -> LOAD_OPD_APPOINTMENTS.appt_team,HIGH,Direct field transfer from source with datatype/format normalization.
LOAD_OPD_APPOINTMENTS,appt_date,DIRECT_SOURCE,OPA,ApptDate,OPA.ApptDate -> LOAD_OPD_APPOINTMENTS.appt_date,HIGH,Direct field transfer from source with datatype/format normalization.
LOAD_OPD_APPOINTMENTS,booked_date,DIRECT_SOURCE,OPA,ApptBookedDate,OPA.ApptBookedDate -> LOAD_OPD_APPOINTMENTS.booked_date,HIGH,Direct field transfer from source with datatype/format normalization.
