target_table,target_field,best_source_table,best_source_field,score,status,source_in_13_priority,source_in_target_hint_tables,notes
LOAD_MH_DETENTION_TRANSFERS,start_date,SMREPISODE,EpisodeStartDate,0.827,PROBABLE,Y,Y,
LOAD_MH_DETENTION_TRANSFERS,end_date,CONSWARDSTAY,EndDate,1.000,HIGH_CONFIDENCE,N,N,
LOAD_MH_DETENTION_TRANSFERS,expiry_date,PATDATA,PostAddrExpiryDate,0.580,LOW_CONFIDENCE,Y,N,
LOAD_MH_DETENTION_TRANSFERS,table,SMREPISODE,AdmissionFrom,0.110,UNMAPPED,Y,Y,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_MH_DETENTION_TRANSFERS,record_number,SMREPISODE,EpisodeNumber,0.443,SYSTEM_FIELD,Y,Y,
LOAD_MH_DETENTION_TRANSFERS,mh_dm_record_number,SMREPISODE,EpisodeNumber,0.310,UNMAPPED,Y,Y,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_MH_DETENTION_TRANSFERS,system_code,AEACCBY,Code,0.500,SYSTEM_FIELD,N,N,Best candidate is outside the 13 priority source tables.
LOAD_MH_DETENTION_TRANSFERS,external_system_id,CPFCLINEFFDATA,Id,0.333,SYSTEM_FIELD,N,N,Best candidate is outside the 13 priority source tables.
LOAD_MH_DETENTION_TRANSFERS,main_crn_type,PATCHANGEBYDATE,Internalpatientnumber,0.600,LOW_CONFIDENCE,N,N,Best candidate is outside the 13 priority source tables.
LOAD_MH_DETENTION_TRANSFERS,main_crn,PATCHANGEBYDATE,Internalpatientnumber,1.000,HIGH_CONFIDENCE,N,N,
LOAD_MH_DETENTION_TRANSFERS,institution,LOCATIONCODES,RiScottishInstitutionLocationCode,0.200,UNMAPPED,N,N,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_MH_DETENTION_TRANSFERS,legal_status,LEGALSTATUSDETS,LegalStatus,1.000,HIGH_CONFIDENCE,N,N,
LOAD_MH_DETENTION_TRANSFERS,mental_category,LEGALSTATUSDETS,MentalCategory,1.000,HIGH_CONFIDENCE,N,N,
LOAD_MH_DETENTION_TRANSFERS,caseholder,SMREPISODE,AdmissionFrom,0.110,UNMAPPED,Y,Y,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_MH_DETENTION_TRANSFERS,section_review_date,CPSCPADLPROBGOAL,ReviewDate,0.717,PROBABLE,N,N,
LOAD_MH_DETENTION_TRANSFERS,consent_reminder_date,SMREPISODE,EpisodeStartDate,0.360,UNMAPPED,Y,Y,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_MH_DETENTION_TRANSFERS,consent_due_date,SMREPISODE,EpisodeStartDate,0.360,UNMAPPED,Y,Y,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_OPD_APPOINTMENTS,must,OPREFERRAL,AppointmentWithinTargetDays,0.110,UNMAPPED,Y,Y,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_OPD_APPOINTMENTS,record_number,OPREFERRAL,DistrictNumber,0.443,SYSTEM_FIELD,Y,Y,
LOAD_OPD_APPOINTMENTS,loadref_record_number,OPREFERRAL,DistrictNumber,0.360,UNMAPPED,Y,Y,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_OPD_APPOINTMENTS,loadowl_record_number,OPREFERRAL,DistrictNumber,0.360,UNMAPPED,Y,Y,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_OPD_APPOINTMENTS,rttpwy_recno_out_encounter,OPREFERRAL,AppointmentWithinTargetDays,0.110,UNMAPPED,Y,Y,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_OPD_APPOINTMENTS,loadrttprd_record_number,OPREFERRAL,DistrictNumber,0.360,UNMAPPED,Y,Y,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_OPD_APPOINTMENTS,loadrttprd_action,OPREFERRAL,AppointmentWithinTargetDays,0.110,UNMAPPED,Y,Y,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_OPD_APPOINTMENTS,rttevent_recno_encounter,OPREFERRAL,AppointmentWithinTargetDays,0.110,UNMAPPED,Y,Y,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_OPD_APPOINTMENTS,rttevent_recno_outcome,CPSGREFERRAL,Outcome,0.363,UNMAPPED,Y,N,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_OPD_APPOINTMENTS,system_code,AEACCBY,Code,0.500,SYSTEM_FIELD,N,N,Best candidate is outside the 13 priority source tables.
LOAD_OPD_APPOINTMENTS,external_system_id,CPFCLINEFFDATA,Id,0.333,SYSTEM_FIELD,N,N,Best candidate is outside the 13 priority source tables.
LOAD_OPD_APPOINTMENTS,main_crn_type,PATCHANGEBYDATE,Internalpatientnumber,0.600,LOW_CONFIDENCE,N,N,Best candidate is outside the 13 priority source tables.
LOAD_OPD_APPOINTMENTS,main_crn,PATCHANGEBYDATE,Internalpatientnumber,1.000,HIGH_CONFIDENCE,N,N,
LOAD_OPD_APPOINTMENTS,new_followup_flag,HWMHEALTHPERSON,New,0.333,UNMAPPED,N,N,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_OPD_APPOINTMENTS,appt_team,CPCLINACTIVITY,Team,0.500,UNMAPPED,N,N,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_OPD_APPOINTMENTS,appt_date,OPA,ApptDate,1.000,HIGH_CONFIDENCE,Y,Y,
LOAD_OPD_APPOINTMENTS,booked_date,OPA,ApptBookedDate,0.827,PROBABLE,Y,Y,
LOAD_OPD_APPOINTMENTS,booking_type,OPA,BookingType,1.000,HIGH_CONFIDENCE,Y,Y,
LOAD_OPD_APPOINTMENTS,clinic_code_1,OPA,ClinicCode,0.777,PROBABLE,Y,Y,
LOAD_OPD_APPOINTMENTS,clinic_code_2,OPA,ClinicCode,0.777,PROBABLE,Y,Y,
LOAD_OPD_APPOINTMENTS,appt_type,OPA,ApptType,1.000,HIGH_CONFIDENCE,Y,Y,
LOAD_OPD_APPOINTMENTS,consultant_in_charge,ADMITDISCH,Consultant,0.363,UNMAPPED,Y,N,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_OPD_APPOINTMENTS,consultant_taking_appt,ADMITDISCH,Consultant,0.363,UNMAPPED,Y,N,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_OPD_APPOINTMENTS,transport_required,OPA,Transport,0.610,LOW_CONFIDENCE,Y,Y,
LOAD_OPD_APPOINTMENTS,walkin_flag,OPREFERRAL,WalkinReferral,0.443,UNMAPPED,Y,Y,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_OPD_APPOINTMENTS,time_arrived,OPA,ApptTime,0.443,UNMAPPED,Y,Y,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_OPD_APPOINTMENTS,time_seen,AEADOCTOR,SeenTime,1.000,HIGH_CONFIDENCE,N,N,
LOAD_OPD_APPOINTMENTS,time_complete,OPA,ApptTime,0.443,UNMAPPED,Y,Y,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_OPD_APPOINTMENTS,outcome,AEDIARY,Outcome,1.000,HIGH_CONFIDENCE,N,N,
LOAD_OPD_APPOINTMENTS,cancelled_date,OCCANCEL,DateCancelled,1.000,HIGH_CONFIDENCE,N,N,
LOAD_OPD_APPOINTMENTS,appt_comment,OPA,ApptComment,1.000,HIGH_CONFIDENCE,Y,Y,
LOAD_OPD_APPOINTMENTS,cab_ubrn,OPREFERRAL,AppointmentWithinTargetDays,0.110,UNMAPPED,Y,Y,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_OPD_APPOINTMENTS,cab_service,OCMLOCNPERF,Service,0.500,UNMAPPED,N,N,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_OPD_APPOINTMENTS,cab_usrn,OPREFERRAL,AppointmentWithinTargetDays,0.110,UNMAPPED,Y,Y,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_OPD_ARCHIVE,key_worker_staff_id,DISCHEXPECTED,ExpDischKeyWorker,0.333,UNMAPPED,N,N,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_OPD_ARCHIVE,care_coordinator,HWSAPP,ProgOfCare,0.363,UNMAPPED,Y,N,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_OPD_ARCHIVE,next_review_date,CPSCPADLPROBGOAL,ReviewDate,0.717,PROBABLE,N,N,
LOAD_OPD_ARCHIVE,review_date_changed_at,CPSCPADLPROBGOAL,ReviewDate,0.550,LOW_CONFIDENCE,N,N,Best candidate is outside the 13 priority source tables.
LOAD_OPD_ARCHIVE,encounter_type,CPSGREFERRAL,Type,0.530,UNMAPPED,Y,N,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_OPD_ARCHIVE,crn,PATCHANGEBYDATE,Internalpatientnumber,1.000,HIGH_CONFIDENCE,N,N,
LOAD_OPD_ARCHIVE,of_birth,ADMITDISCH,LivestillBirth,0.530,UNMAPPED,Y,N,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_OPD_ARCHIVE,sex,OPA,Sex,1.000,HIGH_CONFIDENCE,Y,Y,
LOAD_OPD_ARCHIVE,pat_name_1,GP,GpName_1,0.500,UNMAPPED,N,N,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_OPD_ARCHIVE,pat_name_family,OPA,PatChoice,0.360,UNMAPPED,Y,Y,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_OPD_ARCHIVE,address_1,GDP,Address,0.500,UNMAPPED,N,N,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_OPD_ARCHIVE,address_2,GDP,Address,0.500,UNMAPPED,N,N,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_OPD_ARCHIVE,address_3,GDP,Address,0.500,UNMAPPED,N,N,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_OPD_ARCHIVE,address_4,GDP,Address,0.500,UNMAPPED,N,N,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_OPD_ARCHIVE,address_5,GDP,Address,0.500,UNMAPPED,N,N,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_OPD_ARCHIVE,post_code,LOCATIONCODES,PostCode,1.000,HIGH_CONFIDENCE,N,N,
LOAD_OPD_ARCHIVE,district,OPREFERRAL,DistrictNumber,0.610,LOW_CONFIDENCE,Y,Y,
LOAD_OPD_ARCHIVE,pct_codepct,OPREFERRAL,AppointmentWithinTargetDays,0.110,UNMAPPED,Y,Y,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_OPD_ARCHIVE,contract_number,OPREFERRAL,DistrictNumber,0.443,UNMAPPED,Y,Y,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_OPD_ARCHIVE,purchaser_ref,ALLOCATEDCONTRACT,PurchaserRef,1.000,HIGH_CONFIDENCE,N,N,
LOAD_OPD_ARCHIVE,provider_code,CONSMAST,ProviderCode,1.000,HIGH_CONFIDENCE,N,N,
LOAD_OPD_ARCHIVE,purchaser_code,CONTR,PurchaserCode,1.000,HIGH_CONFIDENCE,N,N,
LOAD_OPD_ARCHIVE,ref_source,CPSGREFERRAL,Source,0.530,UNMAPPED,Y,N,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_OPD_ARCHIVE,gp_registration_codegp,OPREFERRAL,GpDiagnosis,0.360,UNMAPPED,Y,Y,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_OPD_ARCHIVE,gp_namegp,OPREFERRAL,GpDiagnosis,0.443,UNMAPPED,Y,Y,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_OPD_ARCHIVE,gp_fundholder_codegp,OPREFERRAL,GpDiagnosis,0.360,UNMAPPED,Y,Y,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_OPD_ARCHIVE,gp_practice_code,OPA,PracticeCode,0.777,PROBABLE,Y,Y,
LOAD_OPD_ARCHIVE,practice_name,CONSMAST,Name,0.500,UNMAPPED,N,N,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_OPD_ARCHIVE,referral_request_date,OPREFERRAL,ReferralDate,0.827,PROBABLE,Y,Y,
LOAD_OPD_ARCHIVE,referral_reason,ADMITDISCH,ReasonForReferral,0.697,LOW_CONFIDENCE,Y,N,
LOAD_OPD_ARCHIVE,referring_consultant_gmc,ADMITDISCH,Consultant,0.363,UNMAPPED,Y,N,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_OPD_ARCHIVE,referring_consultant_name,JOINTCONSPEC,JointConsultantName,0.500,UNMAPPED,N,N,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_OPD_ARCHIVE,first_attendance,WARDATTENDER,FirstAttendance,1.000,HIGH_CONFIDENCE,N,N,
LOAD_OPD_ARCHIVE,referral_discharge_date,OPREFERRAL,DischargeDt,0.827,PROBABLE,Y,Y,
LOAD_OPD_ARCHIVE,ge_date,OPREFERRAL,DischargeDt,0.493,UNMAPPED,Y,Y,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_OPD_ARCHIVE,ge_status,CPSGREFERRAL,Status,0.530,UNMAPPED,Y,N,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_OPD_ARCHIVE,clinic_name,AECLINICMF,Clinic,0.500,UNMAPPED,N,N,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_OPD_ARCHIVE,specialty,OPREFERRAL,Specialty,1.000,HIGH_CONFIDENCE,Y,Y,
LOAD_OPD_ARCHIVE,consultant_team,ADMITDISCH,Consultant,0.530,UNMAPPED,Y,N,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_OPD_ARCHIVE,consultant_gmc,ADMITDISCH,Consultant,0.530,UNMAPPED,Y,N,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_OPD_ARCHIVE,consultant_name,JOINTCONSPEC,JointConsultantName,0.667,LOW_CONFIDENCE,N,N,Best candidate is outside the 13 priority source tables.
LOAD_OPD_ARCHIVE,transport,OPA,Transport,1.000,HIGH_CONFIDENCE,Y,Y,
LOAD_OPD_ARCHIVE,appointment_priority,CPSGREFERRAL,Priority,0.530,UNMAPPED,Y,N,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_OPD_ARCHIVE,appointment_purpose,OPA,ApptCategory,0.443,UNMAPPED,Y,Y,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_OPD_ARCHIVE,appointment_status,OPA,ApptStatus,1.000,HIGH_CONFIDENCE,Y,Y,
LOAD_OPD_ARCHIVE,appointment_date,OPA,ApptDate,1.000,HIGH_CONFIDENCE,Y,Y,
LOAD_OPD_ARCHIVE,appointment_time,OPA,ApptTime,1.000,HIGH_CONFIDENCE,Y,Y,
LOAD_OPD_ARCHIVE,walkin_flag,OPREFERRAL,WalkinReferral,0.443,UNMAPPED,Y,Y,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_OPD_ARCHIVE,forced_booking_flag,OPA,BookingType,0.360,UNMAPPED,Y,Y,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_OPD_ARCHIVE,booked,BEDMANUALRETURN,BedBooked,0.500,UNMAPPED,N,N,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_OPD_ARCHIVE,booking_type,OPA,BookingType,1.000,HIGH_CONFIDENCE,Y,Y,
LOAD_OPD_ARCHIVE,appointment_type,OPA,ApptType,1.000,HIGH_CONFIDENCE,Y,Y,
LOAD_OPD_ARCHIVE,time_arrived,OPA,ApptTime,0.443,UNMAPPED,Y,Y,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_OPD_ARCHIVE,time_seen,AEADOCTOR,SeenTime,1.000,HIGH_CONFIDENCE,N,N,
LOAD_OPD_ARCHIVE,time_completed,OPA,ApptTime,0.443,UNMAPPED,Y,Y,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_OPD_ARCHIVE,outcome,AEDIARY,Outcome,1.000,HIGH_CONFIDENCE,N,N,
LOAD_OPD_ARCHIVE,cancelled_date,OCCANCEL,DateCancelled,1.000,HIGH_CONFIDENCE,N,N,
LOAD_OPD_ARCHIVE,cancelled_by,PREADMISSION,CancelledBy,1.000,HIGH_CONFIDENCE,N,N,
LOAD_OPD_ARCHIVE,cancellation_reason,WLACTIVITY,Reason,0.530,UNMAPPED,Y,N,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_OPD_ARCHIVE,procedure_scheme,WLCURRENT,IntendedProc,0.363,UNMAPPED,Y,N,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_OPD_ARCHIVE,primary_procedure_code,OPA,ApptPrimaryProcedureCode,0.860,HIGH_CONFIDENCE,Y,Y,
LOAD_OPD_ARCHIVE,primary_procedure_desc,OPA,PrimaryProcGroup,0.610,LOW_CONFIDENCE,Y,Y,
LOAD_OPD_ARCHIVE,procedure_1_code,OPA,ApptPrimaryProcedureCode,0.510,UNMAPPED,Y,Y,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_OPD_ARCHIVE,procedure_1_desc,LOCN,LocationDesc_1,0.500,UNMAPPED,N,N,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_OPD_ARCHIVE,procedure_2_code,OPA,ApptPrimaryProcedureCode,0.510,UNMAPPED,Y,Y,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_OPD_ARCHIVE,procedure_2_desc,OPA,CABServiceDesc,0.360,UNMAPPED,Y,Y,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_OPD_ARCHIVE,procedure_3_code,OPA,ApptPrimaryProcedureCode,0.510,UNMAPPED,Y,Y,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_OPD_ARCHIVE,procedure_3_desc,OPA,CABServiceDesc,0.360,UNMAPPED,Y,Y,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_OPD_ARCHIVE,procedure_4_code,OPA,ApptPrimaryProcedureCode,0.510,UNMAPPED,Y,Y,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_OPD_ARCHIVE,procedure_4_desc,OPA,CABServiceDesc,0.360,UNMAPPED,Y,Y,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_OPD_ARCHIVE,procedure_5_code,OPA,ApptPrimaryProcedureCode,0.510,UNMAPPED,Y,Y,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_OPD_ARCHIVE,procedure_5_desc,OPA,CABServiceDesc,0.360,UNMAPPED,Y,Y,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_OPD_ARCHIVE,procedure_6_code,OPA,ApptPrimaryProcedureCode,0.510,UNMAPPED,Y,Y,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_OPD_ARCHIVE,procedure_6_desc,OPA,CABServiceDesc,0.360,UNMAPPED,Y,Y,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_OPD_ARCHIVE,procedure_7_code,OPA,ApptPrimaryProcedureCode,0.510,UNMAPPED,Y,Y,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_OPD_ARCHIVE,procedure_7_desc,OPA,CABServiceDesc,0.360,UNMAPPED,Y,Y,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_OPD_ARCHIVE,procedure_8_code,OPA,ApptPrimaryProcedureCode,0.510,UNMAPPED,Y,Y,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_OPD_ARCHIVE,procedure_8_desc,OPA,CABServiceDesc,0.360,UNMAPPED,Y,Y,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_OPD_ARCHIVE,procedure_9_code,OPA,ApptPrimaryProcedureCode,0.510,UNMAPPED,Y,Y,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_OPD_ARCHIVE,procedure_9_desc,OPA,CABServiceDesc,0.360,UNMAPPED,Y,Y,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_OPD_ARCHIVE,procedure_10_code,OPA,ApptPrimaryProcedureCode,0.510,UNMAPPED,Y,Y,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_OPD_CODING,record_number,OPA,DistrictNumber,0.443,SYSTEM_FIELD,Y,Y,
LOAD_OPD_CODING,load_opd_record_number,OPA,DistrictNumber,0.310,UNMAPPED,Y,Y,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_OPD_CODING,system_code,AEACCBY,Code,0.500,SYSTEM_FIELD,N,N,Best candidate is outside the 13 priority source tables.
LOAD_OPD_CODING,external_system_id,FCEEXT,ContractId,0.360,SYSTEM_FIELD,Y,Y,
LOAD_OPD_CODING,diagnosis_division,AEAUSERDIAG,Diagnosis,0.500,UNMAPPED,N,N,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_OPD_CODING,note_type,CPSGREFERRAL,Type,0.530,UNMAPPED,Y,N,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_OPD_CODING,diagnosis,AEAUSERDIAG,Diagnosis,1.000,HIGH_CONFIDENCE,N,N,
LOAD_OPD_CODING,diagnosis_note,AEAUSERDIAG,Diagnosis,0.500,UNMAPPED,N,N,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_OPDWAITLIST,record_number,OPREFERRAL,DistrictNumber,0.443,SYSTEM_FIELD,Y,Y,
LOAD_OPDWAITLIST,loadref_record_number,OPREFERRAL,DistrictNumber,0.360,UNMAPPED,Y,Y,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_OPDWAITLIST,rttpwy_recno_out_encounter,OPREFERRAL,AppointmentWithinTargetDays,0.110,UNMAPPED,Y,Y,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_OPDWAITLIST,loadrttprd_record_number,OPREFERRAL,DistrictNumber,0.360,UNMAPPED,Y,Y,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_OPDWAITLIST,loadrttprd_action,OPREFERRAL,AppointmentWithinTargetDays,0.110,UNMAPPED,Y,Y,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_OPDWAITLIST,rttevent_recno_encounter,OPREFERRAL,AppointmentWithinTargetDays,0.110,UNMAPPED,Y,Y,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_OPDWAITLIST,rttevent_recno_outcome,CPSGREFERRAL,Outcome,0.363,UNMAPPED,Y,N,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_OPDWAITLIST,system_code,AEACCBY,Code,0.500,SYSTEM_FIELD,N,N,Best candidate is outside the 13 priority source tables.
LOAD_OPDWAITLIST,external_system_id,WLCURRENT,ContractID,0.360,SYSTEM_FIELD,Y,Y,
LOAD_OPDWAITLIST,main_crn_type,PATCHANGEBYDATE,Internalpatientnumber,0.600,LOW_CONFIDENCE,N,N,Best candidate is outside the 13 priority source tables.
LOAD_OPDWAITLIST,main_crn,PATCHANGEBYDATE,Internalpatientnumber,1.000,HIGH_CONFIDENCE,N,N,
LOAD_OPDWAITLIST,hospital_code,OPREFERRAL,HospitalCode,1.000,HIGH_CONFIDENCE,Y,Y,
LOAD_OPDWAITLIST,site,AEAUSERDIAG,AnatomicalSite,0.500,UNMAPPED,N,N,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_OPDWAITLIST,list_code,AEACCBY,Code,0.500,UNMAPPED,N,N,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_OPDWAITLIST,list_name,CONSMAST,Name,0.500,UNMAPPED,N,N,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_OPDWAITLIST,encounter_type,CPSGREFERRAL,Type,0.530,UNMAPPED,Y,N,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_OPDWAITLIST,specialty,OPREFERRAL,Specialty,1.000,HIGH_CONFIDENCE,Y,Y,
LOAD_OPDWAITLIST,new_followup_flagn,HWMHEALTHPERSON,New,0.333,UNMAPPED,N,N,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_OPDWAITLIST,short_notice_flag,WLCURRENT,ShortNotice,0.777,PROBABLE,Y,Y,
LOAD_OPDWAITLIST,status,OPREFERRAL,CurrentStatus,0.610,LOW_CONFIDENCE,Y,Y,
LOAD_OPDWAITLIST,target_date,OPREFERRAL,DischargeDt,0.493,UNMAPPED,Y,Y,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_OPDWAITLIST,consultant,WLCURRENT,Consultant,1.000,HIGH_CONFIDENCE,Y,Y,
LOAD_OPDWAITLIST,outcome,AEDIARY,Outcome,1.000,HIGH_CONFIDENCE,N,N,
LOAD_OPDWAITLIST,removed,CLIDATA,RemovedFromScreen,0.333,UNMAPPED,N,N,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_OPDWAITLIST,wl_comment,OPREFERRAL,Comment,0.610,LOW_CONFIDENCE,Y,Y,
LOAD_OPDWAITLIST,ios_usercode,OPREFERRAL,AppointmentWithinTargetDays,0.110,UNMAPPED,Y,Y,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_OPDWAITLIST,transport_required,OPA,Transport,0.610,LOW_CONFIDENCE,Y,Y,
LOAD_OPDWAITLISTDEF,record_number,WLACTIVITY,EpisodeNumber,0.443,SYSTEM_FIELD,Y,Y,
LOAD_OPDWAITLISTDEF,loadowl_record_number,WLACTIVITY,EpisodeNumber,0.360,UNMAPPED,Y,Y,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_OPDWAITLISTDEF,system_code,AEACCBY,Code,0.500,SYSTEM_FIELD,N,N,Best candidate is outside the 13 priority source tables.
LOAD_OPDWAITLISTDEF,external_system_id,WLCURRENT,ContractID,0.360,SYSTEM_FIELD,Y,Y,
LOAD_OPDWAITLISTDEF,deferral_start,SMREPISODE,StartReason,0.363,UNMAPPED,Y,N,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_OPDWAITLISTDEF,deferral_end,WLACTIVITY,DefEndDate,0.360,UNMAPPED,Y,Y,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_OPDWAITLISTDEF,deferral_reason,WLACTIVITY,Reason,0.610,LOW_CONFIDENCE,Y,Y,
LOAD_OPDWAITLISTDEF,deferral_comment,ADMITDISCH,Comment,0.530,UNMAPPED,Y,N,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_PMI,record_number,PATDATA,DistrictNumber,0.443,SYSTEM_FIELD,Y,Y,
LOAD_PMI,system_code,AEACCBY,Code,0.500,SYSTEM_FIELD,N,N,Best candidate is outside the 13 priority source tables.
LOAD_PMI,external_system_id,PATDATA,FacilId,0.360,SYSTEM_FIELD,Y,Y,
LOAD_PMI,main_crn_type,PATCHANGEBYDATE,Internalpatientnumber,0.600,LOW_CONFIDENCE,N,N,Best candidate is outside the 13 priority source tables.
LOAD_PMI,main_crn,PATCHANGEBYDATE,Internalpatientnumber,1.000,HIGH_CONFIDENCE,N,N,
LOAD_PMI,date_registered,ADTLADDCOR,TransactDate,0.493,UNMAPPED,Y,Y,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_PMI,nhs_number,PATDATA,NhsNumber,1.000,HIGH_CONFIDENCE,Y,Y,
LOAD_PMI,nhs_number_statusnhs,PATDATA,NhsNumber,0.877,HIGH_CONFIDENCE,Y,Y,
LOAD_PMI,sex,PATDATA,Sex,1.000,HIGH_CONFIDENCE,Y,Y,
LOAD_PMI,title,PATDATA,Title,1.000,HIGH_CONFIDENCE,Y,Y,
LOAD_PMI,pat_name_1,GP,GpName_1,0.500,UNMAPPED,N,N,No reliable semantic candidate in source catalog; requires manual mapping decision.
LOAD_PMI,pat_name_2,GP,GpName_2,0.500,UNMAPPED,N,N,No reliable semantic candidate in source catalog; requires manual mapping decision.
